Position	Gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
chrV:6392535:6400232:gfi-1:WBGene00001581	gfi-1	2	14	1	1	H2	0	1	High dose
chrV:6392535:6400232:gfi-1:WBGene00001581	gfi-1	2	18	1	1	H2	0	1	High dose
chrI:9228162:9232098:gip-2:WBGene00044008	gip-2	2	8	1	1	H2	1	0	High dose
chrIV:10358140:10360219:gkow-1:WBGene00011237	gkow-1	2	8	3	1	H2	1	0	High dose
chrIV:10358140:10360219:gkow-1:WBGene00011237	gkow-1	2	16	1	1	H2	1	0	High dose
chrII:10729803:10731652:glb-12:WBGene00008256	glb-12	2	8	1	1	H2	1	0	High dose
chrX:13552338:13556166:glb-20:WBGene00010970	glb-20	2	10	1	1	H2	0	1	High dose
chrIV:10710056:10711794:glb-21:WBGene00011296	glb-21	2	6	1	1	H2	0	1	High dose
chrIV:10710056:10711794:glb-21:WBGene00011296	glb-21	2	10	3	1	H2	0	1	High dose
chrV:5558889:5564298:glb-5:WBGene00015964	glb-5	2	8	1	1	H2	1	0	High dose
chrI:7509582:7512593:glb-8:WBGene00007741	glb-8	2	16	1	1	H2	1	0	High dose
chrI:12385765:12388791:glct-3:WBGene00011781	glct-3	1	20	1	0	H2	0	1	High dose
chrII:8008650:8011633:glna-2:WBGene00008435	glna-2	2	8	1	1	H2	1	0	High dose
chrI:4836186:4844966:glo-2:WBGene00019010	glo-2	2	4	3	1	H2	0	1	High dose
chrI:4836186:4844966:glo-2:WBGene00019010	glo-2	2	12	3	1	H2	0	1	High dose
chrX:10533698:10537131:glo-3:WBGene00010341	glo-3	2	8	3	1	H2	1	0	High dose
chrX:10533698:10537131:glo-3:WBGene00010341	glo-3	2	16	1	1	H2	1	0	High dose
chrIII:7138645:7144897:glr-2:WBGene00001613	glr-2	2	8	3	1	H2	1	0	High dose
chrIII:7138645:7144897:glr-2:WBGene00001613	glr-2	2	16	1	1	H2	1	0	High dose
chrIII:7138645:7144897:glr-2:WBGene00001613	glr-2	1	20	1	0	H2	1	0	High dose
chrX:3496025:3499165:glt-1:WBGene00001620	glt-1	2	2	1	1	H2	0	1	High dose
chrX:3496025:3499165:glt-1:WBGene00001620	glt-1	1	20	1	0	H2	0	1	High dose
chrX:6403423:6408410:glt-4:WBGene00001622	glt-4	2	4	1	1	H2	0	1	High dose
chrX:6403423:6408410:glt-4:WBGene00001622	glt-4	2	14	1	1	H2	0	1	High dose
chrI:12292212:12293936:gmd-2:WBGene00010166	gmd-2	2	10	1	1	H2	0	1	High dose
chrIII:3768499:3770326:gmeb-3:WBGene00008092	gmeb-3	2	6	1	1	H2	0	1	High dose
chrII:5036560:5040116:golg-2:WBGene00018017	golg-2	2	10	1	1	H2	1	0	High dose
chrII:5036560:5040116:golg-2:WBGene00018017	golg-2	2	16	1	1	H2	1	0	High dose
chrIII:3405569:3425453:golg-4:WBGene00010306	golg-4	2	2	1	1	H2	1	0	High dose
chrIII:3405569:3425453:golg-4:WBGene00010306	golg-4	2	8	3	1	H2	1	0	High dose
chrIII:3405569:3425453:golg-4:WBGene00010306	golg-4	2	16	1	1	H2	1	0	High dose
chrIII:3405569:3425453:golg-4:WBGene00010306	golg-4	1	20	1	0	H2	1	0	High dose
chrIV:10197815:10202993:gon-4:WBGene00001653	gon-4	2	10	1	1	H2	1	0	High dose
chrV:6852563:6854808:gpa-10:WBGene00001672	gpa-10	2	8	3	1	H2	1	0	High dose
chrII:4247196:4255281:gpa-11:WBGene00001673	gpa-11	2	18	1	1	H2	1	0	High dose
chrV:12638665:12640484:gpa-8:WBGene00001670	gpa-8	2	10	1	1	H2	1	0	High dose
chrV:12638665:12640484:gpa-8:WBGene00001670	gpa-8	2	16	1	1	H2	1	0	High dose
chrX:8501221:8502287:grd-4:WBGene00001693	grd-4	2	2	3	1	H2	1	0	High dose
chrX:8501221:8502287:grd-4:WBGene00001693	grd-4	2	14	1	1	H2	1	0	High dose
chrV:9221865:9224352:grd-6:WBGene00001695	grd-6	2	12	1	1	H2	1	0	High dose
chrX:7267869:7269479:grd-7:WBGene00001696	grd-7	2	12	1	1	H2	1	0	High dose
chrX:7267869:7269479:grd-7:WBGene00001696	grd-7	2	16	3	1	H2	1	0	High dose
chrV:13561975:13563941:grl-17:WBGene00001726	grl-17	1	20	1	0	H2	1	0	High dose
chrV:5485630:5488866:grl-18:WBGene00001727	grl-18	1	20	1	0	H2	1	0	High dose
chrIV:251909:252554:grl-19:WBGene00001728	grl-19	2	6	1	1	H2	1	0	High dose
chrIV:251909:252554:grl-19:WBGene00001728	grl-19	2	12	1	1	H2	1	0	High dose
chrIV:251909:252554:grl-19:WBGene00001728	grl-19	2	16	1	1	H2	1	0	High dose
chrIV:10737473:10738194:grl-21:WBGene00001730	grl-21	1	8	13	0	H2	0	1	High dose
chrIII:5413136:5414018:grl-22:WBGene00001731	grl-22	2	14	1	1	H2	1	0	High dose
chrV:12575191:12576895:grl-23:WBGene00001732	grl-23	2	4	5	1	H2	1	0	High dose
chrV:12575191:12576895:grl-23:WBGene00001732	grl-23	2	12	1	1	H2	1	0	High dose
chrV:12575191:12576895:grl-23:WBGene00001732	grl-23	2	16	1	1	H2	1	0	High dose
chrV:12575191:12576895:grl-23:WBGene00001732	grl-23	1	20	1	0	H2	1	0	High dose
chrIV:321517:323022:grl-26:WBGene00001735	grl-26	2	4	1	1	H2	1	0	High dose
chrV:3575054:3575874:grl-27:WBGene00001736	grl-27	2	10	1	1	H2	1	0	High dose
chrV:3575054:3575874:grl-27:WBGene00001736	grl-27	2	14	1	1	H2	1	0	High dose
chrV:3575054:3575874:grl-27:WBGene00001736	grl-27	2	18	1	1	H2	1	0	High dose
chrV:3556285:3556804:grl-30:WBGene00001739	grl-30	2	6	1	1	H2	1	0	High dose
chrV:6730215:6731694:grl-9:WBGene00001718	grl-9	2	8	1	1	H2	1	0	High dose
chrV:6730215:6731694:grl-9:WBGene00001718	grl-9	2	14	3	1	H2	1	0	High dose
chrIII:5265112:5267204:gro-1:WBGene00001740	gro-1	2	8	1	1	H2	1	0	High dose
chrV:19609493:19612148:grsp-1:WBGene00012840	grsp-1	2	12	1	1	H2	1	0	High dose
chrI:8749615:8751563:gska-3:WBGene00007977	gska-3	2	6	1	1	H2	1	0	High dose
chrI:8749615:8751563:gska-3:WBGene00007977	gska-3	2	10	1	1	H2	1	0	High dose
chrI:3838236:3839673:gsp-4:WBGene00020187	gsp-4	2	6	1	1	H2	1	0	High dose
chrII:13610442:13611366:gst-24:WBGene00001772	gst-24	2	14	1	1	H2	0	1	High dose
chrII:15168537:15169861:gst-29:WBGene00001777	gst-29	2	14	1	1	H2	1	0	High dose
chrII:15179970:15183232:gst-34:WBGene00001782	gst-34	2	14	1	1	H2	0	1	High dose
chrV:15915163:15916079:gst-38:WBGene00001786	gst-38	2	2	1	1	H2	0	1	High dose
chrV:15915163:15916079:gst-38:WBGene00001786	gst-38	2	8	1	1	H2	0	1	High dose
chrV:7398389:7399302:gst-41:WBGene00001789	gst-41	2	18	1	1	H2	0	1	High dose
chrV:16390890:16392490:gst-44:WBGene00001792	gst-44	1	20	1	0	H2	1	0	High dose
chrII:4883721:4884602:gst-8:WBGene00001756	gst-8	2	4	1	1	H2	1	0	High dose
chrII:4883721:4884602:gst-8:WBGene00001756	gst-8	2	12	1	1	H2	1	0	High dose
chrII:4883721:4884602:gst-8:WBGene00001756	gst-8	2	18	1	1	H2	1	0	High dose
chrII:4891544:4893573:gst-9:WBGene00001757	gst-9	2	6	1	1	H2	1	0	High dose
chrII:4301606:4305287:gtf-2F1:WBGene00015296	gtf-2F1	2	8	3	1	H2	1	0	High dose
chrII:4301606:4305287:gtf-2F1:WBGene00015296	gtf-2F1	2	16	1	1	H2	1	0	High dose
chrIV:11248883:11259535:gtl-1:WBGene00001795	gtl-1	2	8	1	1	H2	1	0	High dose
chrIV:11248883:11259535:gtl-1:WBGene00001795	gtl-1	2	16	1	1	H2	1	0	High dose
chrX:14561401:14561690:H01A20.4:WBGene00200756	H01A20.4	2	12	1	1	H2	1	0	High dose
chrX:14561401:14561690:H01A20.4:WBGene00200756	H01A20.4	2	18	1	1	H2	1	0	High dose
chrX:1573219:1574098:H02F09.2:WBGene00019145	H02F09.2	1	20	1	0	H2	0	1	High dose
chrX:1568676:1573060:H02F09.3:WBGene00019146	H02F09.3	2	4	1	1	H2	0	1	High dose
chrX:1568676:1573060:H02F09.3:WBGene00019146	H02F09.3	2	14	1	1	H2	0	1	High dose
chrX:1568676:1573060:H02F09.3:WBGene00019146	H02F09.3	1	20	1	0	H2	0	1	High dose
chrX:15213199:15213232:H03A11.13:WBGene00303065	H03A11.13	1	2	19	0	H2	0	1	High dose
chrX:15225868:15230645:H03A11.2:WBGene00010357	H03A11.2	2	2	1	1	H2	1	0	High dose
chrX:15225868:15230645:H03A11.2:WBGene00010357	H03A11.2	2	8	3	1	H2	1	0	High dose
chrX:15225868:15230645:H03A11.2:WBGene00010357	H03A11.2	2	16	3	1	H2	1	0	High dose
chrX:8507875:8514136:H03E18.1:WBGene00019148	H03E18.1	2	8	1	1	H2	1	0	High dose
chrX:8507875:8514136:H03E18.1:WBGene00019148	H03E18.1	2	16	1	1	H2	1	0	High dose
chrX:8507875:8514136:H03E18.1:WBGene00019148	H03E18.1	1	20	1	0	H2	1	0	High dose
chrIII:10445804:10451112:H04D03.4:WBGene00010365	H04D03.4	2	8	3	1	H2	1	0	High dose
chrIII:2366883:2372655:H04J21.1:WBGene00019150	H04J21.1	2	6	1	1	H2	1	0	High dose
chrIV:5882706:5884080:H04M03.11:WBGene00019155	H04M03.11	1	20	1	0	H2	1	0	High dose
chrIII:2967047:2968932:H05C05.3:WBGene00019159	H05C05.3	2	12	1	1	H2	1	0	High dose
chrIII:2967047:2968932:H05C05.3:WBGene00019159	H05C05.3	2	18	1	1	H2	1	0	High dose
chrI:7972473:7977078:H05L14.1:WBGene00010366	H05L14.1	2	18	1	1	H2	1	0	High dose
chrI:7984888:7993159:H05L14.2:WBGene00010367	H05L14.2	2	8	3	1	H2	1	0	High dose
chrI:7980236:7984710:H05L14.3:WBGene00271605	H05L14.3	2	16	1	1	H2	1	0	High dose
chrX:13507563:13510120:H06A10.1:WBGene00010368	H06A10.1	2	6	1	1	H2	1	0	High dose
chrIII:3070522:3085268:H06I04.3:WBGene00019168	H06I04.3	2	2	1	1	H2	1	0	High dose
chrIII:3070522:3085268:H06I04.3:WBGene00019168	H06I04.3	2	8	3	1	H2	1	0	High dose
chrIII:3070522:3085268:H06I04.3:WBGene00019168	H06I04.3	2	16	1	1	H2	1	0	High dose
chrIII:3070522:3085268:H06I04.3:WBGene00019168	H06I04.3	1	20	1	0	H2	1	0	High dose
chrIII:3052377:3057550:H06I04.5:WBGene00019169	H06I04.5	2	8	3	1	H2	1	0	High dose
chrIII:3068805:3068883:H06I04.8:WBGene00044940	H06I04.8	2	2	5	1	H2	1	0	High dose
chrIII:3068805:3068883:H06I04.8:WBGene00044940	H06I04.8	2	12	1	1	H2	1	0	High dose
chrI:7013217:7013578:H06O01.5:WBGene00271648	H06O01.5	2	4	1	1	H2	0	1	High dose
chrI:7013217:7013578:H06O01.5:WBGene00271648	H06O01.5	2	10	1	1	H2	1	0	High dose
chrI:7013217:7013578:H06O01.5:WBGene00271648	H06O01.5	2	16	1	1	H2	1	0	High dose
chrX:9092000:9092134:H08J11.3:WBGene00195815	H08J11.3	2	4	1	1	H2	0	1	High dose
chrIV:13834285:13836390:H08M01.1:WBGene00010373	H08M01.1	2	14	1	1	H2	0	1	High dose
chrIV:13834285:13836390:H08M01.1:WBGene00010373	H08M01.1	2	18	1	1	H2	0	1	High dose
chrX:1621056:1625374:H11E01.2:WBGene00019187	H11E01.2	2	18	1	1	H2	1	0	High dose
chrX:17710285:17711698:H11L12.1:WBGene00019189	H11L12.1	2	12	1	1	H2	1	0	High dose
chrV:11571638:11572986:H12C20.7:WBGene00305173	H12C20.7	2	8	1	1	H2	1	0	High dose
chrV:14915905:14917682:H12D21.11:WBGene00010387	H12D21.11	2	2	1	1	H2	1	0	High dose
chrV:14915905:14917682:H12D21.11:WBGene00010387	H12D21.11	2	6	1	1	H2	1	0	High dose
chrV:14915905:14917682:H12D21.11:WBGene00010387	H12D21.11	2	12	1	1	H2	1	0	High dose
chrV:14915905:14917682:H12D21.11:WBGene00010387	H12D21.11	2	18	1	1	H2	1	0	High dose
chrV:14887490:14889094:H12D21.2:WBGene00010378	H12D21.2	2	16	1	1	H2	1	0	High dose
chrV:14879528:14879780:H12D21.3:WBGene00010379	H12D21.3	2	16	1	1	H2	0	1	High dose
chrII:6061976:6067166:H12I13.1:WBGene00019190	H12I13.1	2	2	1	1	H2	0	1	High dose
chrII:6061976:6067166:H12I13.1:WBGene00019190	H12I13.1	2	6	1	1	H2	0	1	High dose
chrII:6061976:6067166:H12I13.1:WBGene00019190	H12I13.1	2	14	1	1	H2	0	1	High dose
chrIII:7467574:7468676:H14A12.5:WBGene00019197	H14A12.5	2	12	3	1	H2	1	0	High dose
chrV:8932617:8934327:H14N18.2:WBGene00019202	H14N18.2	2	18	1	1	H2	0	1	High dose
chrI:12638684:12640622:H16D19.3:WBGene00010401	H16D19.3	2	6	1	1	H2	1	0	High dose
chrII:1472610:1473581:H17B01.5:WBGene00044643	H17B01.5	2	12	1	1	H2	1	0	High dose
chrIV:16202373:16205438:H25K10.1:WBGene00010411	H25K10.1	1	20	1	0	H2	0	1	High dose
chrI:6845174:6846955:H27M09.5:WBGene00019248	H27M09.5	2	10	3	1	H2	1	0	High dose
chrI:6845174:6846955:H27M09.5:WBGene00019248	H27M09.5	1	16	5	0	H2	1	0	High dose
chrI:6847137:6847303:H27M09.6:WBGene00194992	H27M09.6	2	4	3	1	H2	1	0	High dose
chrI:6847133:6847308:H27M09.7:WBGene00201494	H27M09.7	2	4	3	1	H2	1	0	High dose
chrX:9310624:9311341:H29C22.1:WBGene00045261	H29C22.1	1	18	3	0	H2	0	1	High dose
chrX:15516461:15516649:H30A04.7:WBGene00199033	H30A04.7	2	2	3	1	H2	0	1	High dose
chrIV:5927960:5928086:H32C10.97:WBGene00199997	H32C10.97	2	16	1	1	H2	0	1	High dose
chrIII:2847015:2848582:H34I24.1:WBGene00019260	H34I24.1	2	6	1	1	H2	1	0	High dose
chrX:8607173:8607753:H35N09.1:WBGene00019265	H35N09.1	2	16	1	1	H2	0	1	High dose
chrI:10750562:10750705:H36N01.5:WBGene00201753	H36N01.5	2	8	1	1	H2	0	1	High dose
chrV:13629702:13634220:H37A05.2:WBGene00010426	H37A05.2	2	2	3	1	H2	1	0	High dose
chrV:13629702:13634220:H37A05.2:WBGene00010426	H37A05.2	2	8	3	1	H2	1	0	High dose
chrV:13629702:13634220:H37A05.2:WBGene00010426	H37A05.2	2	16	1	1	H2	1	0	High dose
chrV:13646878:13648397:H37A05.4:WBGene00044200	H37A05.4	2	2	1	1	H2	1	0	High dose
chrV:13646878:13648397:H37A05.4:WBGene00044200	H37A05.4	2	8	5	1	H2	1	0	High dose
chrV:13646878:13648397:H37A05.4:WBGene00044200	H37A05.4	2	16	3	1	H2	1	0	High dose
chrV:14110360:14112027:H39E23.2:WBGene00010432	H39E23.2	2	6	1	1	H2	1	0	High dose
chrV:14110360:14112027:H39E23.2:WBGene00010432	H39E23.2	2	14	1	1	H2	1	0	High dose
chrV:14126255:14126389:H39E23.4:WBGene00200638	H39E23.4	2	4	1	1	H2	0	1	High dose
chrX:15076014:15076159:H40L08.4:WBGene00198363	H40L08.4	2	6	1	1	H2	0	1	High dose
chrX:15076066:15076480:H40L08.9:WBGene00304794	H40L08.9	2	12	1	1	H2	0	1	High dose
chrII:5845776:5850308:H41C03.3:WBGene00019270	H41C03.3	2	8	3	1	H2	1	0	High dose
chrII:5845776:5850308:H41C03.3:WBGene00019270	H41C03.3	2	16	1	1	H2	1	0	High dose
chrI:7229407:7233121:hasp-1:WBGene00007258	hasp-1	2	10	1	1	H2	1	0	High dose
chrX:5822141:5827755:hbl-1:WBGene00001824	hbl-1	2	4	3	1	H2	0	1	High dose
chrV:6594193:6599208:hcp-1:WBGene00001829	hcp-1	2	10	1	1	H2	1	0	High dose
chrV:6594193:6599208:hcp-1:WBGene00001829	hcp-1	2	16	1	1	H2	1	0	High dose
chrV:9645745:9650211:hcp-2:WBGene00001830	hcp-2	2	10	1	1	H2	1	0	High dose
chrI:5165151:5171313:hcp-6:WBGene00001833	hcp-6	2	10	1	1	H2	1	0	High dose
chrI:5165151:5171313:hcp-6:WBGene00001833	hcp-6	2	16	1	1	H2	1	0	High dose
chrIV:11946065:11949817:hdl-1:WBGene00001839	hdl-1	2	18	1	1	H2	0	1	High dose
chrIV:8874128:8877022:hdl-2:WBGene00006409	hdl-2	2	10	3	1	H2	1	0	High dose
chrIV:8874128:8877022:hdl-2:WBGene00006409	hdl-2	1	16	5	0	H2	1	0	High dose
chrIV:8201377:8205065:hgrs-1:WBGene00004101	hgrs-1	2	8	3	1	H2	1	0	High dose
chrIV:8201377:8205065:hgrs-1:WBGene00004101	hgrs-1	2	16	1	1	H2	1	0	High dose
chrIII:5803259:5805112:him-10:WBGene00001869	him-10	2	8	3	1	H2	1	0	High dose
chrIII:5803259:5805112:him-10:WBGene00001869	him-10	2	16	1	1	H2	1	0	High dose
chrIII:4712559:4715188:him-18:WBGene00011415	him-18	2	2	1	1	H2	1	0	High dose
chrIII:4712559:4715188:him-18:WBGene00011415	him-18	2	8	3	1	H2	1	0	High dose
chrIII:4712559:4715188:him-18:WBGene00011415	him-18	2	16	1	1	H2	1	0	High dose
chrIII:4712559:4715188:him-18:WBGene00011415	him-18	1	20	1	0	H2	1	0	High dose
chrV:14090425:14092454:him-5:WBGene00001864	him-5	2	10	1	1	H2	1	0	High dose
chrV:16042485:16043013:his-1:WBGene00001875	his-1	1	20	1	0	H2	1	0	High dose
chrII:13818339:13818895:his-11:WBGene00001885	his-11	2	18	1	1	H2	1	0	High dose
chrII:13818370:13818739:his-15:WBGene00001889	his-15	2	18	1	1	H2	1	0	High dose
chrIV:8331665:8332049:his-30:WBGene00001904	his-30	2	6	1	1	H2	1	0	High dose
chrIV:8331665:8332049:his-33:WBGene00001907	his-33	2	6	1	1	H2	1	0	High dose
chrII:13818370:13818739:his-44:WBGene00001918	his-44	2	18	1	1	H2	1	0	High dose
chrIV:11340391:11341703:his-57:WBGene00001931	his-57	2	2	1	1	H2	1	0	High dose
chrIV:11340391:11341703:his-57:WBGene00001931	his-57	2	12	1	1	H2	1	0	High dose
chrIV:11340391:11341703:his-57:WBGene00001931	his-57	1	18	3	0	H2	1	0	High dose
chrIII:4059632:4060172:his-70:WBGene00001944	his-70	2	2	13	1	H2	1	0	High dose
chrIII:4059632:4060172:his-70:WBGene00001944	his-70	2	18	1	1	H2	1	0	High dose
chrIII:9622152:9626537:hlh-11:WBGene00001955	hlh-11	1	20	1	0	H2	0	1	High dose
chrII:5535239:5536149:hlh-25:WBGene00001964	hlh-25	2	18	1	1	H2	1	0	High dose
chrII:5532856:5533738:hlh-26:WBGene00001965	hlh-26	1	20	1	0	H2	1	0	High dose
chrX:17547816:17548637:hlh-29:WBGene00001968	hlh-29	2	14	1	1	H2	1	0	High dose
chrV:13705974:13707360:hlh-34:WBGene00011327	hlh-34	1	20	1	0	H2	1	0	High dose
chrI:5815608:5818132:hmg-3:WBGene00001973	hmg-3	2	8	3	1	H2	1	0	High dose
chrIII:7379142:7381609:hmg-4:WBGene00001974	hmg-4	2	8	3	1	H2	1	0	High dose
chrIII:7379142:7381609:hmg-4:WBGene00001974	hmg-4	2	16	1	1	H2	1	0	High dose
chrV:18524759:18529154:hmit-1.2:WBGene00013074	hmit-1.2	2	2	1	1	H2	0	1	High dose
chrV:18524759:18529154:hmit-1.2:WBGene00013074	hmit-1.2	2	18	1	1	H2	0	1	High dose
chrII:12994361:12996412:hphd-1:WBGene00012608	hphd-1	2	8	1	1	H2	1	0	High dose
chrV:5509933:5512707:hpo-15:WBGene00016061	hpo-15	1	20	1	0	H2	0	1	High dose
chrV:6532070:6533074:hpo-26:WBGene00018492	hpo-26	1	16	5	0	H2	0	1	High dose
chrIII:230428:235121:hpo-38:WBGene00021755	hpo-38	2	12	1	1	H2	1	0	High dose
chrV:4573132:4573924:hpo-39:WBGene00022020	hpo-39	2	4	1	1	H2	0	1	High dose
chrV:4573132:4573924:hpo-39:WBGene00022020	hpo-39	2	10	1	1	H2	0	1	High dose
chrIV:1562183:1564076:hpo-6:WBGene00021518	hpo-6	1	20	1	0	H2	0	1	High dose
chrV:12409365:12410513:hrg-2:WBGene00010473	hrg-2	2	4	1	1	H2	1	0	High dose
chrIV:11030159:11031082:hrg-4:WBGene00009493	hrg-4	2	2	3	1	H2	1	0	High dose
chrIV:11030159:11031082:hrg-4:WBGene00009493	hrg-4	2	14	1	1	H2	1	0	High dose
chrIV:11030159:11031082:hrg-4:WBGene00009493	hrg-4	2	18	1	1	H2	1	0	High dose
chrIV:11028288:11029428:hrg-5:WBGene00009494	hrg-5	2	14	1	1	H2	1	0	High dose
chrIII:7987120:7990613:hrpk-2:WBGene00015557	hrpk-2	2	8	3	1	H2	1	0	High dose
chrX:4777511:4782297:hum-10:WBGene00018377	hum-10	2	8	1	1	H2	1	0	High dose
chrX:2303077:2314914:hum-6:WBGene00002039	hum-6	2	16	1	1	H2	1	0	High dose
chrI:4901917:4903264:icmt-1:WBGene00017673	icmt-1	1	20	1	0	H2	0	1	High dose
chrV:2881392:2883753:ifc-1:WBGene00002055	ifc-1	2	2	1	1	H2	0	1	High dose
chrV:2881392:2883753:ifc-1:WBGene00002055	ifc-1	2	14	1	1	H2	0	1	High dose
chrV:2881392:2883753:ifc-1:WBGene00002055	ifc-1	2	18	1	1	H2	0	1	High dose
chrIII:2314435:2326901:iffb-1:WBGene00021857	iffb-1	2	12	1	1	H2	1	0	High dose
chrX:9675872:9680169:ifp-1:WBGene00002067	ifp-1	2	16	1	1	H2	1	0	High dose
chrIII:6032691:6039475:ift-139:WBGene00022696	ift-139	2	8	3	1	H2	1	0	High dose
chrIII:6032691:6039475:ift-139:WBGene00022696	ift-139	2	16	1	1	H2	1	0	High dose
chrII:6680086:6683264:ift-74:WBGene00016005	ift-74	2	8	3	1	H2	1	0	High dose
chrII:6680086:6683264:ift-74:WBGene00016005	ift-74	2	16	1	1	H2	1	0	High dose
chrX:5298560:5306542:ift-81:WBGene00017973	ift-81	2	2	1	1	H2	1	0	High dose
chrX:5298560:5306542:ift-81:WBGene00017973	ift-81	2	8	3	1	H2	1	0	High dose
chrX:5298560:5306542:ift-81:WBGene00017973	ift-81	2	16	1	1	H2	1	0	High dose
chrX:14987367:14991380:iglr-1:WBGene00008977	iglr-1	2	8	1	1	H2	1	0	High dose
chrX:12766817:12769797:ilc-17.1:WBGene00011937	ilc-17.1	2	18	1	1	H2	1	0	High dose
chrIV:2470413:2471449:ilys-1:WBGene00016668	ilys-1	2	4	1	1	H2	1	0	High dose
chrIV:2470413:2471449:ilys-1:WBGene00016668	ilys-1	2	12	3	1	H2	1	0	High dose
chrIV:2470413:2471449:ilys-1:WBGene00016668	ilys-1	2	18	1	1	H2	1	0	High dose
chrIV:2467678:2468878:ilys-2:WBGene00016669	ilys-2	1	20	1	0	H2	0	1	High dose
chrIV:2464455:2465443:ilys-3:WBGene00016670	ilys-3	2	8	1	1	H2	0	1	High dose
chrIV:2464455:2465443:ilys-3:WBGene00016670	ilys-3	1	20	1	0	H2	0	1	High dose
chrX:6533492:6536840:ilys-5:WBGene00017691	ilys-5	2	8	5	1	H2	0	1	High dose
chrX:6533492:6536840:ilys-5:WBGene00017691	ilys-5	2	16	1	1	H2	0	1	High dose
chrIV:4062566:4063673:ilys-6:WBGene00020982	ilys-6	2	2	1	1	H2	1	0	High dose
chrIV:4062566:4063673:ilys-6:WBGene00020982	ilys-6	2	6	1	1	H2	1	0	High dose
chrIV:4062566:4063673:ilys-6:WBGene00020982	ilys-6	2	14	1	1	H2	1	0	High dose
chrIV:4062566:4063673:ilys-6:WBGene00020982	ilys-6	1	18	3	0	H2	1	0	High dose
chrII:5554616:5555362:ins-12:WBGene00002095	ins-12	2	12	1	1	H2	1	0	High dose
chrII:5544511:5544864:ins-13:WBGene00002096	ins-13	2	2	1	1	H2	1	0	High dose
chrII:5544511:5544864:ins-13:WBGene00002096	ins-13	2	8	1	1	H2	1	0	High dose
chrII:6010843:6011321:ins-20:WBGene00002103	ins-20	2	8	5	1	H2	0	1	High dose
chrII:6010843:6011321:ins-20:WBGene00002103	ins-20	1	16	5	0	H2	0	1	High dose
chrI:14020360:14021312:ins-25:WBGene00002108	ins-25	2	6	1	1	H2	0	1	High dose
chrI:14027235:14027588:ins-27:WBGene00002110	ins-27	2	6	1	1	H2	1	0	High dose
chrI:14027235:14027588:ins-27:WBGene00002110	ins-27	2	18	1	1	H2	1	0	High dose
chrI:14012368:14013629:ins-28:WBGene00002111	ins-28	2	8	1	1	H2	0	1	High dose
chrII:3127040:3127827:ins-31:WBGene00002114	ins-31	2	12	1	1	H2	0	1	High dose
chrI:13637845:13639311:ins-33:WBGene00002116	ins-33	2	2	1	1	H2	1	0	High dose
chrIV:9682012:9682845:ins-7:WBGene00002090	ins-7	2	12	1	1	H2	1	0	High dose
chrX:8866097:8866677:ins-9:WBGene00002092	ins-9	2	6	3	1	H2	0	1	High dose
chrIV:11673815:11675635:inx-8:WBGene00002130	inx-8	2	2	1	1	H2	1	0	High dose
chrIV:11673815:11675635:inx-8:WBGene00002130	inx-8	2	10	1	1	H2	1	0	High dose
chrIV:11673815:11675635:inx-8:WBGene00002130	inx-8	2	18	1	1	H2	1	0	High dose
chrI:3690144:3694021:ipla-4:WBGene00017026	ipla-4	2	2	1	1	H2	1	0	High dose
chrIV:8715246:8717900:ipla-5:WBGene00019229	ipla-5	2	14	1	1	H2	0	1	High dose
chrIV:8715246:8717900:ipla-5:WBGene00019229	ipla-5	1	20	1	0	H2	0	1	High dose
chrIV:10056590:10059178:ipla-7:WBGene00011423	ipla-7	1	18	3	0	H2	0	1	High dose
chrV:4042180:4043599:irg-2:WBGene00016783	irg-2	2	10	1	1	H2	0	1	High dose
chrV:4042180:4043599:irg-2:WBGene00016783	irg-2	2	14	1	1	H2	0	1	High dose
chrV:4042180:4043599:irg-2:WBGene00016783	irg-2	1	18	3	0	H2	0	1	High dose
chrV:13737052:13738474:irg-5:WBGene00009429	irg-5	2	10	3	1	H2	0	1	High dose
chrV:13737052:13738474:irg-5:WBGene00009429	irg-5	1	16	5	0	H2	0	1	High dose
chrIV:12912721:12914969:irg-6:WBGene00007864	irg-6	2	14	1	1	H2	0	1	High dose
chrV:1655089:1657403:irld-11:WBGene00019391	irld-11	2	18	1	1	H2	1	0	High dose
chrV:3018360:3021406:irld-12:WBGene00077758	irld-12	2	6	1	1	H2	0	1	High dose
chrV:2301742:2303868:irld-15:WBGene00021232	irld-15	2	4	1	1	H2	1	0	High dose
chrV:1632016:1635883:irld-17:WBGene00021609	irld-17	2	16	1	1	H2	1	0	High dose
chrX:13986606:13990210:irld-24:WBGene00007844	irld-24	2	2	1	1	H2	1	0	High dose
chrX:13986606:13990210:irld-24:WBGene00007844	irld-24	2	6	1	1	H2	1	0	High dose
chrII:3331888:3334205:irld-27:WBGene00077751	irld-27	2	6	1	1	H2	1	0	High dose
chrII:3331888:3334205:irld-27:WBGene00077751	irld-27	2	10	1	1	H2	1	0	High dose
chrII:3331888:3334205:irld-27:WBGene00077751	irld-27	2	14	1	1	H2	1	0	High dose
chrII:3331888:3334205:irld-27:WBGene00077751	irld-27	2	18	1	1	H2	1	0	High dose
chrV:2339539:2341408:irld-30:WBGene00017493	irld-30	2	2	1	1	H2	0	1	High dose
